real verb class vsense animrec animth defrec defth prorec proth accrec accth ldiff mod
NP offer f offer.f animate inanim definite indef pronom nonpro given notgiven 2.3025851 switchboard
NP send t send.t animate inanim definite definite pronom nonpro given notgiven 1.3862944 switchboard
NP give a give.a animate inanim definite definite nonpro pronom notgiven given 0.9162907 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 0 switchboard
NP give a give.a animate inanim definite definite pronom nonpro given notgiven 1.0986123 switchboard
NP pay t pay.t animate inanim definite indef pronom nonpro given given 0.6931472 switchboard
NP charge p charge.p animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
PP give t give.t animate inanim definite definite pronom pronom given given 0 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 0 switchboard
NP give t give.t animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP pay t pay.t animate inanim definite indef nonpro nonpro notgiven notgiven 0.4054651 switchboard
NP cost p cost.p animate inanim definite indef pronom nonpro given notgiven 1.0986123 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 1.0986123 switchboard
NP give c give.c animate inanim definite indef pronom nonpro given notgiven 1.3862944 switchboard
NP teach c teach.c animate inanim definite indef pronom nonpro notgiven notgiven 0 switchboard
PP take a take.a animate inanim definite definite nonpro nonpro notgiven notgiven 0.4054651 switchboard
NP teach c teach.c animate inanim definite indef pronom nonpro given notgiven 0 switchboard
NP give a give.a animate inanim indef indef pronom nonpro notgiven notgiven 1.0986123 switchboard
NP give t give.t animate inanim definite indef pronom nonpro given notgiven 2.0794415 switchboard
NP send t send.t animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP pay t pay.t animate inanim definite indef pronom nonpro given notgiven 1.0986123 switchboard
NP send t send.t animate inanim definite indef pronom nonpro given notgiven 1.6094379 switchboard
NP send t send.t animate inanim definite indef pronom nonpro given notgiven 0 switchboard
NP pay t pay.t animate inanim indef definite nonpro nonpro notgiven notgiven 1.9459101 switchboard
NP cost p cost.p animate inanim definite indef pronom nonpro given notgiven 2.0794415 switchboard
NP give a give.a animate inanim definite indef nonpro nonpro notgiven notgiven 1.2527629 switchboard
PP take t take.t animate inanim indef definite nonpro pronom notgiven given -0.6931472 switchboard
PP give t give.t animate inanim definite indef nonpro nonpro given notgiven -0.6931472 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 3.3672958 switchboard
NP give t give.t animate inanim definite indef pronom nonpro given notgiven 2.3025851 switchboard
NP give t give.t animate inanim definite indef pronom nonpro given notgiven 1.6094379 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 1.3862944 switchboard
NP give a give.a animate inanim definite definite pronom nonpro given notgiven 1.3862944 switchboard
PP tell c tell.c animate inanim definite definite pronom pronom given given 0 switchboard
NP give t give.t animate inanim definite indef pronom nonpro given notgiven 2.3978953 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 1.0986123 switchboard
NP give a give.a animate inanim definite definite pronom nonpro given notgiven 1.6094379 switchboard
NP give t give.t animate inanim definite indef pronom nonpro given notgiven 1.6094379 switchboard
NP give t give.t animate inanim definite definite pronom nonpro given given 0.6931472 switchboard
NP give t give.t animate inanim definite definite pronom nonpro given given 0.6931472 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 1.0986123 switchboard
PP give t give.t animate inanim definite definite pronom pronom given given 0 switchboard
NP promise a promise.a animate inanim definite indef pronom nonpro notgiven notgiven 1.9459101 switchboard
NP cost p cost.p animate inanim definite indef pronom nonpro given notgiven 1.0986123 switchboard
NP give a give.a inanim inanim definite indef pronom nonpro given notgiven 1.0986123 switchboard
NP give c give.c animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 1.3862944 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 1.6094379 switchboard
NP give a give.a inanim inanim definite indef pronom nonpro given notgiven 1.6094379 switchboard
PP take t take.t animate animate indef definite nonpro pronom notgiven given -0.6931472 switchboard
NP give a give.a animate inanim definite definite pronom nonpro given notgiven 1.9459101 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 1.9459101 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 2.0794415 switchboard
NP give a give.a animate inanim definite definite pronom nonpro given notgiven 1.3862944 switchboard
NP give t give.t animate inanim definite definite pronom nonpro given notgiven 1.0986123 switchboard
NP feed t feed.t animate inanim definite indef pronom nonpro given notgiven 1.0986123 switchboard
PP give t give.t inanim inanim definite indef nonpro nonpro notgiven notgiven -0.6931472 switchboard
NP give a give.a inanim inanim definite indef nonpro nonpro given notgiven 0.6931472 switchboard
NP give t give.t animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
PP send t send.t animate inanim definite definite pronom pronom given given 0 switchboard
NP give a give.a animate inanim definite definite pronom nonpro given notgiven 0.6931472 switchboard
NP cost p cost.p animate inanim definite indef pronom nonpro given notgiven 2.1972246 switchboard
NP tell c tell.c animate inanim definite indef pronom pronom notgiven notgiven 2.5649494 switchboard
NP give t give.t animate inanim definite indef pronom nonpro given notgiven 1.0986123 switchboard
NP give a give.a animate inanim definite indef pronom nonpro notgiven notgiven 3.2188758 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 1.9459101 switchboard
NP offer f offer.f animate inanim definite indef pronom nonpro given notgiven 1.3862944 switchboard
NP charge p charge.p animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP give a give.a animate inanim definite indef pronom nonpro notgiven notgiven 1.0986123 switchboard
NP show c show.c animate inanim definite definite pronom pronom given given 0 switchboard
NP show c show.c animate animate definite definite pronom nonpro given notgiven 1.0986123 switchboard
PP give a give.a animate inanim definite indef nonpro nonpro notgiven notgiven -1.5040774 switchboard
PP give t give.t animate inanim definite definite nonpro pronom notgiven given -1.0986123 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 2.3025851 switchboard
NP give a give.a animate inanim definite indef pronom nonpro notgiven notgiven 2.1972246 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 2.944439 switchboard
NP give a give.a animate inanim definite indef nonpro nonpro given notgiven 2.3513752 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 2.7080502 switchboard
PP pay a pay.a animate inanim definite indef pronom nonpro given notgiven 1.3862944 switchboard
NP give a give.a animate inanim definite indef nonpro nonpro given notgiven 0 switchboard
NP show c show.c animate inanim definite indef pronom nonpro notgiven notgiven 1.0986123 switchboard
PP take t take.t animate animate indef definite nonpro pronom notgiven given -1.3862944 switchboard
PP take t take.t animate animate indef indef pronom nonpro notgiven notgiven 0.6931471 switchboard
NP give a give.a animate inanim definite definite pronom nonpro given notgiven 0 switchboard
NP give t give.t animate inanim definite indef pronom nonpro given notgiven 1.3862944 switchboard
NP cost p cost.p animate inanim definite indef nonpro nonpro given notgiven 0.4054651 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP give c give.c animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 1.9459101 switchboard
NP give t give.t animate inanim definite indef nonpro nonpro given notgiven 0.9162907 switchboard
NP give c give.c animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP mail t mail.t animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
PP give c give.c animate inanim definite definite pronom pronom given given 0 switchboard
NP tell c tell.c animate inanim definite definite pronom pronom given given 0 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 0 switchboard
PP give t give.t animate inanim definite indef nonpro nonpro notgiven notgiven 1.0986123 switchboard
NP leave a leave.a animate inanim definite definite pronom nonpro given notgiven 0.6931472 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP give t give.t animate inanim definite indef pronom nonpro given notgiven 3.2958369 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 1.3862944 switchboard
NP give c give.c animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP tell c tell.c animate inanim definite indef pronom pronom given notgiven 1.3862944 switchboard
NP give t give.t animate inanim definite indef nonpro nonpro notgiven notgiven 0.4054651 switchboard
NP give t give.t animate inanim definite indef nonpro nonpro notgiven notgiven 0 switchboard
NP give t give.t animate inanim definite indef pronom nonpro given notgiven 0.2876821 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 2.0794415 switchboard
NP give a give.a inanim inanim definite indef pronom nonpro given notgiven 1.3862944 switchboard
NP give c give.c animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
PP give a give.a animate inanim indef definite nonpro pronom notgiven given -0.6931472 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP give t give.t animate inanim definite indef pronom nonpro given notgiven 1.7917595 switchboard
PP give a give.a inanim inanim definite indef nonpro nonpro notgiven notgiven -2.4849066 switchboard
NP tell c tell.c animate inanim definite definite pronom nonpro notgiven given 0 switchboard
PP pay a pay.a animate inanim definite indef pronom nonpro given notgiven 0 switchboard
PP give t give.t animate animate definite definite pronom pronom given given 0 switchboard
NP feed t feed.t animate animate definite indef pronom nonpro given notgiven 0 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 2.1972246 switchboard
PP give t give.t animate animate definite definite nonpro pronom notgiven given -0.4054651 switchboard
PP sell t sell.t animate animate definite definite pronom nonpro given given 0.6931472 switchboard
NP send t send.t animate inanim definite indef pronom nonpro given notgiven 1.6094379 switchboard
PP take t take.t inanim inanim indef definite nonpro pronom notgiven given 0.6931472 switchboard
PP take t take.t inanim inanim indef definite nonpro pronom notgiven given -1.6094379 switchboard
NP charge p charge.p animate inanim definite definite pronom nonpro given notgiven 0 switchboard
NP give a give.a inanim inanim definite indef pronom nonpro given notgiven 2.3025851 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given given 1.3862944 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 1.3862944 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given given 1.0986123 switchboard
PP give t give.t animate inanim definite definite nonpro pronom notgiven given -1.0986123 switchboard
NP give t give.t animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP give c give.c animate inanim definite definite pronom nonpro given notgiven 1.0986123 switchboard
PP loan t loan.t animate inanim indef definite pronom pronom notgiven given 0 switchboard
NP give c give.c animate inanim definite indef pronom nonpro given notgiven 1.3862944 switchboard
NP give a give.a animate inanim indef indef nonpro nonpro notgiven notgiven 0.4054651 switchboard
NP pay t pay.t animate inanim definite indef nonpro nonpro notgiven notgiven -0.6931472 switchboard
PP read c read.c animate inanim indef definite nonpro nonpro given given 0 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
PP give t give.t animate inanim definite definite nonpro nonpro notgiven given 0.4054651 switchboard
NP give a give.a animate inanim definite definite pronom nonpro given notgiven 0.6931472 switchboard
PP pay a pay.a inanim inanim definite indef nonpro nonpro notgiven notgiven -0.4054651 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 1.0986123 switchboard
NP give t give.t animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 1.3862944 switchboard
PP give a give.a inanim inanim definite indef nonpro nonpro notgiven notgiven -0.8472978 switchboard
NP give a give.a animate inanim definite definite pronom nonpro given notgiven 0.6931472 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP do a do.a animate inanim definite indef pronom nonpro given notgiven 2.0794415 switchboard
NP show c show.c animate inanim definite indef pronom nonpro given notgiven 1.0986123 switchboard
PP read c read.c animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP bring t bring.t animate inanim definite indef pronom nonpro given notgiven 1.3862944 switchboard
NP bring t bring.t animate inanim definite indef pronom nonpro given notgiven 0 switchboard
PP give a give.a animate inanim definite definite pronom pronom given given 0 switchboard
NP teach c teach.c animate inanim definite indef pronom nonpro given notgiven 0 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 2.7080502 switchboard
NP swap t swap.t animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP cost p cost.p animate inanim definite indef pronom pronom given notgiven 0 switchboard
NP tell c tell.c animate inanim definite indef pronom nonpro given notgiven 1.0986123 switchboard
NP tell c tell.c animate inanim definite definite pronom pronom given given 1.0986123 switchboard
NP charge p charge.p animate inanim definite indef pronom nonpro given notgiven 0 switchboard
NP show c show.c animate inanim definite definite pronom nonpro given given 0.6931472 switchboard
NP cost p cost.p animate inanim definite definite nonpro nonpro notgiven notgiven 0.9162907 switchboard
NP cause a cause.a animate inanim definite indef pronom nonpro given notgiven 1.0986123 switchboard
PP take t take.t animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP give t give.t animate inanim definite indef pronom nonpro given notgiven 1.3862944 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 0 switchboard
PP pay a pay.a inanim inanim definite indef pronom nonpro given notgiven 0 switchboard
NP pay t pay.t animate inanim definite indef pronom nonpro given given 1.0986123 switchboard
NP pay t pay.t animate inanim definite definite pronom nonpro given notgiven 1.3862944 switchboard
NP give a give.a animate inanim definite definite nonpro nonpro notgiven notgiven 0.6931472 switchboard
PP give a give.a animate inanim indef indef nonpro nonpro notgiven notgiven -1.3862944 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 1.6094379 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 1.9459101 switchboard
NP give a give.a animate inanim definite definite pronom nonpro given notgiven 2.0794415 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 1.0986123 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 0 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 0 switchboard
NP show c show.c animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP show c show.c animate inanim definite indef pronom nonpro given notgiven 1.9459101 switchboard
NP assign a assign.a animate inanim definite definite nonpro nonpro notgiven notgiven 0 switchboard
NP give a give.a inanim inanim definite indef pronom nonpro given notgiven 2.6390573 switchboard
NP tell c tell.c animate inanim definite indef pronom nonpro given notgiven 1.7917595 switchboard
NP offer a offer.a animate inanim indef indef nonpro nonpro notgiven notgiven 0.6931472 switchboard
NP give a give.a animate inanim definite indef nonpro nonpro notgiven notgiven 1.6094379 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 2.4849066 switchboard
NP give t give.t animate inanim definite indef pronom nonpro given notgiven 1.6094379 switchboard
NP give t give.t animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP give t give.t animate inanim definite definite pronom nonpro given notgiven 1.7917595 switchboard
NP give a give.a inanim inanim definite indef pronom nonpro given notgiven 1.7917595 switchboard
NP give a give.a animate inanim indef definite nonpro nonpro notgiven notgiven 1.3862944 switchboard
PP show c show.c animate inanim indef definite nonpro nonpro notgiven notgiven 0 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 1.9459101 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP cost p cost.p animate inanim definite indef pronom nonpro given notgiven 1.3862944 switchboard
NP cost p cost.p animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP give t give.t animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP send t send.t animate inanim definite definite pronom nonpro given notgiven 0 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
PP give t give.t animate inanim definite definite pronom pronom given given 0 switchboard
NP give t give.t animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP give c give.c animate inanim definite indef pronom nonpro given given 1.0986123 switchboard
PP send t send.t animate inanim definite definite pronom pronom given given 0 switchboard
NP give a give.a inanim inanim definite indef pronom nonpro given notgiven 1.3862944 switchboard
NP tell c tell.c animate inanim definite indef pronom nonpro given notgiven 1.3862944 switchboard
NP teach c teach.c animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 2.0794415 switchboard
NP pay t pay.t inanim inanim definite indef pronom nonpro given notgiven 0 switchboard
PP give t give.t animate inanim definite definite pronom pronom given given 0 switchboard
NP send t send.t animate inanim definite definite pronom nonpro given notgiven 0.6931472 switchboard
NP give a give.a inanim inanim definite definite pronom nonpro given notgiven 1.0986123 switchboard
NP give a give.a inanim inanim definite definite pronom nonpro given notgiven 1.0986123 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 1.3862944 switchboard
PP pay a pay.a animate inanim definite indef nonpro nonpro given notgiven 0.5108256 switchboard
PP lend a lend.a inanim inanim definite indef nonpro nonpro notgiven notgiven -1.6094379 switchboard
NP give c give.c animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP give a give.a animate inanim definite indef nonpro nonpro notgiven notgiven 0.6061358 switchboard
NP tell c tell.c animate inanim definite indef pronom pronom given notgiven 2.0794415 switchboard
NP give t give.t animate inanim definite indef pronom nonpro given notgiven 3.1354942 switchboard
NP tell c tell.c animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP give c give.c animate inanim definite indef pronom nonpro given notgiven 2.3025851 switchboard
NP give c give.c animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP give c give.c animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP give t give.t animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP give t give.t animate inanim definite indef pronom nonpro given notgiven 1.0986123 switchboard
PP give t give.t animate inanim definite definite pronom pronom given given 0 switchboard
NP give t give.t animate inanim definite indef pronom nonpro given notgiven 1.6094379 switchboard
PP give t give.t animate inanim definite definite pronom pronom given given 0 switchboard
NP send t send.t animate inanim definite indef pronom nonpro given notgiven 0 switchboard
NP sell t sell.t animate inanim definite indef pronom nonpro given notgiven 1.7917595 switchboard
NP send t send.t animate inanim definite definite pronom nonpro given notgiven 0.6931472 switchboard
PP give t give.t animate inanim definite definite nonpro nonpro notgiven notgiven 0 switchboard
NP give t give.t animate inanim definite indef pronom nonpro given notgiven 0 switchboard
PP sell t sell.t animate inanim indef indef nonpro nonpro notgiven notgiven -0.4054651 switchboard
NP give c give.c animate inanim definite definite pronom nonpro given notgiven 1.0986123 switchboard
NP charge p charge.p animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP charge p charge.p animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
PP give t give.t animate inanim definite definite pronom pronom given given 0 switchboard
NP give t give.t animate inanim definite indef pronom nonpro given given 1.6094379 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given given 1.6094379 switchboard
NP give t give.t animate inanim definite indef pronom nonpro given given 1.0986123 switchboard
NP give t give.t animate inanim definite indef pronom nonpro given notgiven 1.0986123 switchboard
PP send t send.t animate inanim definite indef pronom nonpro notgiven notgiven 0 switchboard
PP serve t serve.t animate inanim indef definite nonpro pronom notgiven given -1.3862944 switchboard
NP give a give.a animate inanim definite indef nonpro nonpro notgiven notgiven 0.6931472 switchboard
NP give c give.c animate inanim definite indef pronom nonpro given notgiven 1.3862944 switchboard
NP give a give.a animate inanim definite definite pronom nonpro given notgiven 1.3862944 switchboard
NP tell c tell.c animate inanim definite definite pronom pronom given given 0 switchboard
NP tell c tell.c animate inanim definite indef pronom nonpro given notgiven 0 switchboard
NP give a give.a animate inanim definite indef nonpro nonpro notgiven notgiven -0.6931472 switchboard
NP give t give.t animate inanim indef indef nonpro nonpro notgiven notgiven 0 switchboard
NP give a give.a animate inanim definite definite pronom nonpro given notgiven 0.6931472 switchboard
NP give a give.a inanim inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
PP pay a pay.a animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP teach c teach.c animate inanim definite indef pronom nonpro given notgiven 0 switchboard
PP give a give.a inanim inanim definite indef pronom nonpro given notgiven 2.0794415 switchboard
NP give c give.c animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP give t give.t animate inanim definite indef pronom nonpro given notgiven -0.2876821 switchboard
NP do a do.a animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
PP take t take.t inanim inanim definite definite nonpro pronom notgiven given -0.6931472 switchboard
NP give a give.a animate inanim definite definite pronom nonpro given notgiven 1.0986123 switchboard
NP do a do.a inanim inanim definite indef pronom nonpro given notgiven 0 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 2.0794415 switchboard
PP give c give.c animate inanim definite definite pronom pronom given given 0 switchboard
NP give c give.c animate inanim definite definite pronom nonpro given notgiven 0.6931472 switchboard
NP give a give.a animate inanim definite definite pronom nonpro given notgiven 1.0986123 switchboard
NP teach c teach.c animate inanim definite indef nonpro nonpro notgiven notgiven 2.2512918 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 2.0794415 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 0 switchboard
NP give t give.t animate inanim definite indef pronom nonpro given notgiven 1.3862944 switchboard
NP cost p cost.p animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP do a do.a animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP do a do.a animate inanim definite indef pronom nonpro given notgiven 1.3862944 switchboard
NP show c show.c animate inanim definite definite pronom nonpro given notgiven 1.0986123 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 1.0986123 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 1.0986123 switchboard
PP send t send.t animate inanim definite indef pronom nonpro notgiven notgiven 1.6094379 switchboard
NP send c send.c animate inanim definite definite pronom nonpro given notgiven 0 switchboard
NP send t send.t animate inanim definite indef pronom nonpro given notgiven 2.5649494 switchboard
PP write t write.t animate inanim definite indef pronom nonpro given notgiven 0 switchboard
NP give t give.t animate inanim definite definite pronom nonpro given notgiven 1.0986123 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
PP send t send.t animate inanim definite definite pronom pronom given given 0 switchboard
NP allow a allow.a animate inanim definite indef pronom nonpro given notgiven 2.3025851 switchboard
NP give t give.t animate inanim definite indef pronom nonpro given notgiven 2.4849066 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP tell c tell.c animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP give c give.c animate inanim definite indef pronom nonpro given notgiven 2.1972246 switchboard
PP give t give.t animate inanim definite definite pronom pronom given given 0 switchboard
PP give t give.t animate inanim definite definite pronom pronom given given 0 switchboard
NP give a give.a animate inanim definite indef pronom pronom given notgiven 0 switchboard
NP teach c teach.c animate inanim definite definite nonpro pronom notgiven given -0.6931472 switchboard
PP sell t sell.t animate inanim definite definite pronom pronom notgiven given -0.6931472 switchboard
PP offer f offer.f animate inanim indef indef nonpro nonpro notgiven notgiven -0.6931472 switchboard
NP give t give.t animate inanim definite definite pronom nonpro given given 1.0986123 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 1.6094379 switchboard
NP lend t lend.t animate inanim definite indef pronom nonpro given notgiven 1.6094379 switchboard
NP give a give.a animate inanim definite definite pronom nonpro given given 0.6931472 switchboard
NP give t give.t animate inanim definite indef pronom nonpro given notgiven 0 switchboard
NP tell c tell.c animate inanim definite indef pronom nonpro given notgiven 2.1972246 switchboard
NP tell c tell.c animate inanim definite definite pronom nonpro given notgiven 0.6931472 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 1.3862944 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 3.0445224 switchboard
NP cost p cost.p animate inanim definite indef nonpro nonpro notgiven notgiven 0.4054651 switchboard
NP teach c teach.c animate inanim definite indef nonpro nonpro notgiven notgiven 0 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 1.3862944 switchboard
PP send t send.t animate inanim definite definite pronom pronom given given 0 switchboard
PP give t give.t animate inanim definite definite nonpro nonpro notgiven given -0.4054651 switchboard
PP take t take.t inanim inanim definite definite nonpro pronom notgiven given -0.6931472 switchboard
PP take t take.t inanim inanim definite definite nonpro pronom given given -0.6931472 switchboard
PP give a give.a inanim inanim indef indef nonpro nonpro notgiven notgiven -0.9162907 switchboard
PP give t give.t animate inanim definite definite nonpro pronom notgiven given -0.6931472 switchboard
NP give a give.a inanim inanim definite indef pronom nonpro given notgiven 1.0986123 switchboard
NP give c give.c animate inanim definite definite pronom nonpro given notgiven 0.6931472 switchboard
NP give t give.t animate inanim definite indef pronom nonpro given notgiven 1.7917595 switchboard
NP teach c teach.c animate inanim definite indef pronom nonpro given notgiven 0 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 1.0986123 switchboard
NP show c show.c animate inanim definite indef pronom pronom given notgiven 0 switchboard
PP give t give.t animate inanim definite definite pronom pronom given given 0 switchboard
NP charge p charge.p animate inanim definite indef pronom nonpro given notgiven 1.0986123 switchboard
NP cost p cost.p animate inanim definite indef pronom nonpro given notgiven 1.0986123 switchboard
PP take t take.t inanim inanim definite definite nonpro pronom notgiven given 0 switchboard
PP take t take.t inanim inanim definite definite nonpro pronom given given -1.0986123 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 2.1972246 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP give c give.c animate inanim definite indef pronom nonpro given notgiven 1.0986123 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 1.6094379 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP teach c teach.c animate inanim definite indef pronom nonpro given notgiven 1.6094379 switchboard
NP give a give.a animate inanim definite indef pronom pronom given notgiven 0.6931472 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given given 1.3862944 switchboard
NP send t send.t animate inanim definite indef pronom nonpro given notgiven 2.0794415 switchboard
NP cost p cost.p animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP cost p cost.p animate inanim definite indef pronom nonpro given notgiven 1.6094379 switchboard
NP show c show.c animate inanim definite indef pronom nonpro given notgiven 1.9459101 switchboard
PP give a give.a inanim inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
NP leave a leave.a animate inanim definite indef pronom nonpro given notgiven 1.9459101 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 2.0794415 switchboard
PP send t send.t animate inanim definite definite pronom pronom given given 0.6931472 switchboard
NP send t send.t animate inanim definite indef pronom pronom given notgiven 1.0986123 switchboard
PP write t write.t animate inanim definite indef nonpro nonpro notgiven notgiven 0.4054651 switchboard
NP give t give.t animate inanim definite indef pronom nonpro given notgiven 1.0986123 switchboard
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 0.6931472 switchboard
PP send t send.t animate inanim definite definite pronom pronom given given 0 switchboard
NP give t give.t animate inanim definite indef pronom nonpro given given 0 switchboard
NP send t send.t animate inanim definite indef pronom nonpro given given 0 switchboard
PP give t give.t animate inanim definite definite pronom pronom given given 0 switchboard
NP give a give.a animate inanim definite definite pronom nonpro given notgiven 0 switchboard
NP tell c tell.c animate inanim definite definite pronom pronom given given 0 switchboard
NP give t give.t animate animate definite indef nonpro nonpro notgiven notgiven -0.4054651 switchboard
